event_id,event_cause,corridor,police_station,latitude,longitude,is_weekend,is_peak_hour,is_night_event,historical_corridor_risk,historical_police_station_risk,historical_cluster_risk,historical_cause_closure_rate,historical_corridor_closure_rate,target_priority,target_requires_road_closure,target_event_duration_minutes
FKID004726,construction,ORR East 2,HAL Old Airport,12.9693962,77.7007254,False,False,False,0.0229,0.0442,0.9036,0.2646,0.016,High,0,721.79
FKID004655,vehicle_breakdown,Non-corridor,Kamakshipalya,12.9856366,77.4863683,False,False,False,0.3822,0.0274,0.9036,0.0429,0.121,Low,0,52.72
FKID004657,vehicle_breakdown,Non-corridor,Thalagattapura,12.8689366,77.5363322,False,False,False,0.3822,0.0061,0.0005,0.0429,0.121,Low,0,62.61
FKID008002,vehicle_breakdown,ORR East 1,Mico Layout,12.91571,77.62313,False,False,False,0.0299,0.0142,0.9036,0.0429,0.0738,High,0,0.0
FKID004677,vehicle_breakdown,Non-corridor,Whitefield,12.9872859,77.7368416,False,False,False,0.3822,0.0221,0.0058,0.0429,0.121,Low,0,0.0
FKID008004,others,Old Madras Road,Ashok Nagar,12.972125,77.6075283,False,False,False,0.0322,0.0209,0.9036,0.0862,0.0456,High,0,90.64
FKID008005,tree_fall,Non-corridor,High ground,12.9925918,77.5919329,False,False,True,0.3822,0.0226,0.9036,0.3944,0.121,Low,1,66.68
FKID008006,vehicle_breakdown,Non-corridor,Ashok Nagar,12.9676952,77.6113708,False,False,True,0.3822,0.0209,0.9036,0.0429,0.121,Low,0,80.55
FKID008007,others,CBD 2,Cubbon Park,12.9763693,77.5989581,False,False,True,0.0127,0.0259,0.9036,0.0862,0.0673,High,0,4697.87
FKID007296,vehicle_breakdown,Non-corridor,Wilson Garden,12.9498102,77.5960911,False,False,True,0.3822,0.0128,0.9036,0.0429,0.121,Low,0,0.0
FKID008008,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.034067,77.5305385,False,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,18.98
FKID004694,pot_holes,Non-corridor,Mahadevapura,12.994761,77.6985778,False,False,True,0.3822,0.0147,0.0058,0.0242,0.121,Low,0,106886.49
FKID004696,vehicle_breakdown,ORR East 2,Banaswadi,13.0005223,77.6762205,False,False,True,0.0229,0.03,0.9036,0.0429,0.016,High,0,6.55
FKID008009,vehicle_breakdown,Bellary Road 2,Yelahanka,13.094683,77.5974166,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,20.68
FKID008010,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9551061,77.5452828,False,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,17.08
FKID008011,vehicle_breakdown,Old Madras Road,Banaswadi,12.9863137,77.6458598,False,False,True,0.0322,0.03,0.9036,0.0429,0.0456,High,0,0.0
FKID004701,vehicle_breakdown,Bellary Road 2,Yelahanka,13.1356101,77.6174033,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID004708,vehicle_breakdown,Bellary Road 1,R.T. Nagar,13.0219463,77.5845518,False,False,True,0.0746,0.0155,0.9036,0.0429,0.0541,High,0,0.0
FKID008012,vehicle_breakdown,West of Chord Road,Vijayanagara,12.9732648,77.5401707,False,False,True,0.0213,0.0071,0.9036,0.0429,0.0632,High,0,0.0
FKID008013,vehicle_breakdown,Bannerghata Road,Hulimavu,12.8759715,77.5951995,False,False,True,0.0256,0.0143,0.9036,0.0429,0.0335,High,0,0.0
FKID008014,vehicle_breakdown,Bellary Road 1,Sadashivanagar,13.0160378,77.5835681,False,False,False,0.0746,0.037,0.9036,0.0429,0.0541,High,0,25.29
FKID004705,vehicle_breakdown,Non-corridor,No Police Station,13.067594,77.4500109,False,False,False,0.3822,0.0268,0.9036,0.0429,0.121,Low,0,0.0
FKID004706,construction,ORR North 2,Kodigehalli,13.0451205,77.5816009,False,False,False,0.0288,0.0333,0.9036,0.2646,0.0426,High,0,0.0
FKID008015,vehicle_breakdown,Non-corridor,Malleshwaram,12.9933695,77.5713458,False,False,False,0.3822,0.0098,0.9036,0.0429,0.121,Low,0,0.0
FKID008016,vehicle_breakdown,Non-corridor,Wilson Garden,12.9401626,77.5976092,False,False,False,0.3822,0.0128,0.9036,0.0429,0.121,Low,0,0.0
FKID008017,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0187617,77.5574231,False,False,False,0.056,0.0343,0.9036,0.0429,0.0262,High,0,0.0
FKID004712,accident,Non-corridor,Hennuru,13.06494,77.6466017,False,False,False,0.3822,0.0338,0.0029,0.0301,0.121,Low,0,0.0
FKID004714,vehicle_breakdown,Non-corridor,Madiwala,12.9033167,77.6261417,False,True,False,0.3822,0.0225,0.9036,0.0429,0.121,Low,0,0.0
FKID008018,vehicle_breakdown,ORR East 1,Madiwala,12.9192396,77.621872,False,True,False,0.0299,0.0225,0.9036,0.0429,0.0738,High,0,21.38
FKID008019,vehicle_breakdown,ORR East 1,HAL Old Airport,12.9320979,77.6870192,False,True,False,0.0299,0.0442,0.9036,0.0429,0.0738,High,0,0.0
FKID002076,construction,Bellary Road 2,Yelahanka,13.096255,77.600185,False,True,False,0.0464,0.0461,0.9036,0.2646,0.0317,High,0,50006.93
FKID008020,vehicle_breakdown,Non-corridor,Upparpet,12.9756461,77.5746624,False,True,False,0.3822,0.0077,0.9036,0.0429,0.121,Low,0,34.29
FKID008021,road_conditions,IRR(Thanisandra road),Adugodi,12.9283193,77.6213334,False,True,False,0.0116,0.0147,0.9036,0.1235,0.0632,High,0,226.32
FKID008022,vehicle_breakdown,Non-corridor,Jayanagara,12.9285748,77.5861157,False,True,False,0.3822,0.0218,0.9036,0.0429,0.121,Low,0,70.25
FKID008023,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9532474,77.5418394,False,True,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,9.71
FKID008024,vehicle_breakdown,Magadi Road,Kamakshipalya,12.9883612,77.5118258,False,True,False,0.03,0.0274,0.9036,0.0429,0.0408,High,0,0.0
FKID004767,construction,Non-corridor,Hennuru,13.073843,77.6515753,False,True,False,0.3822,0.0338,0.0029,0.2646,0.121,Low,0,17588.15
FKID008025,vehicle_breakdown,Mysore Road,Chamarajpet,12.9516686,77.5369989,False,True,False,0.0909,0.0235,0.9036,0.0429,0.1104,High,0,134.87
FKID008026,vehicle_breakdown,Bannerghata Road,Jayanagara,12.9280908,77.5972749,False,True,False,0.0256,0.0218,0.9036,0.0429,0.0335,High,0,31.05
FKID004903,construction,ORR East 2,HAL Old Airport,12.9694511,77.7006392,False,False,False,0.0229,0.0442,0.9036,0.2646,0.016,High,0,718.93
FKID008027,vehicle_breakdown,Non-corridor,Sheshadripuram,12.9824849,77.5679961,False,False,False,0.3822,0.015,0.9036,0.0429,0.121,Low,0,14.16
FKID004772,vehicle_breakdown,Mysore Road,Kengeri,12.91014918,77.48015468,False,False,False,0.0909,0.0054,0.0012,0.0429,0.1104,High,0,0.0
FKID004786,vehicle_breakdown,Bellary Road 1,R.T. Nagar,13.0241939,77.585128,False,False,False,0.0746,0.0155,0.9036,0.0429,0.0541,High,0,0.0
FKID008028,vehicle_breakdown,Non-corridor,Halasuru Gate,12.9713356,77.5868435,False,False,False,0.3822,0.0363,0.9036,0.0429,0.121,Low,1,11.4
FKID008029,road_conditions,Non-corridor,Malleshwaram,13.0114792,77.5695837,False,False,False,0.3822,0.0098,0.9036,0.1235,0.121,Low,0,0.0
FKID008030,road_conditions,Non-corridor,Malleshwaram,13.0114861,77.5694864,False,False,False,0.3822,0.0098,0.9036,0.1235,0.121,Low,0,0.0
FKID008031,road_conditions,Non-corridor,Malleshwaram,13.0114809,77.5695791,False,False,False,0.3822,0.0098,0.9036,0.1235,0.121,Low,0,0.0
FKID004773,vehicle_breakdown,Non-corridor,High ground,12.979765,77.5819083,False,False,False,0.3822,0.0226,0.9036,0.0429,0.121,Low,0,0.0
FKID004774,vehicle_breakdown,Non-corridor,Upparpet,12.9794184,77.582,False,False,False,0.3822,0.0077,0.9036,0.0429,0.121,Low,0,156.26
FKID004776,pot_holes,Non-corridor,K.R. Pura,13.0162148,77.70938,False,False,True,0.3822,0.0279,0.9036,0.0242,0.121,Low,0,0.0
FKID008032,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0181268,77.5568889,False,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,0.0
FKID008033,vehicle_breakdown,Non-corridor,Adugodi,12.9456318,77.6025367,False,False,True,0.3822,0.0147,0.9036,0.0429,0.121,Low,0,35.59
FKID008035,vehicle_breakdown,Hosur Road,HSR Layout,12.9072117,77.6291096,False,False,True,0.0365,0.0142,0.9036,0.0429,0.057,High,0,0.0
FKID008043,accident,Non-corridor,Chamarajpet,12.97492981,77.570277,False,False,True,0.3822,0.0235,0.9036,0.0301,0.121,Low,0,0.0
FKID008042,accident,Non-corridor,Chamarajpet,12.97492981,77.570277,False,False,True,0.3822,0.0235,0.9036,0.0301,0.121,Low,0,0.0
FKID008036,construction,Old Madras Road,Banaswadi,12.9909359,77.6588793,False,False,True,0.0322,0.03,0.9036,0.2646,0.0456,High,0,0.0
FKID004794,vehicle_breakdown,Non-corridor,J.P. Nagar,12.8974311,77.5714977,False,False,True,0.3822,0.0152,0.9036,0.0429,0.121,Low,0,0.0
FKID008041,accident,Non-corridor,Chamarajpet,12.97492981,77.570277,False,False,True,0.3822,0.0235,0.9036,0.0301,0.121,Low,0,0.0
FKID008040,accident,Non-corridor,Chamarajpet,12.97492981,77.570277,False,False,True,0.3822,0.0235,0.9036,0.0301,0.121,Low,0,0.0
FKID008037,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9494317,77.5367908,False,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,36.24
FKID004788,road_conditions,Non-corridor,K.R. Pura,13.016163,77.7093247,False,False,True,0.3822,0.0279,0.9036,0.1235,0.121,Low,0,0.0
FKID008038,vehicle_breakdown,Old Madras Road,Halasur,12.9757906,77.6262856,False,False,True,0.0322,0.0144,0.9036,0.0429,0.0456,High,0,0.0
FKID008039,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9638317,77.5842487,False,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID004868,accident,Bannerghata Road,Hulimavu,12.85825586,77.58939417,False,False,True,0.0256,0.0143,0.9036,0.0301,0.0335,High,0,0.0
FKID004810,accident,Mysore Road,City Market,12.96286699,77.57750887,False,False,True,0.0909,0.0033,0.9036,0.0301,0.1104,High,0,0.0
FKID008044,vehicle_breakdown,Bellary Road 2,Kodigehalli,13.06685053,77.59300712,False,False,True,0.0464,0.0333,0.9036,0.0429,0.0317,High,0,0.0
FKID004798,others,Bellary Road 1,Sadashivanagar,13.0225731,77.5845867,False,False,True,0.0746,0.037,0.9036,0.0862,0.0541,High,0,43.07
FKID008045,vehicle_breakdown,Bellary Road 1,Sadashivanagar,13.0142707,77.5837176,False,False,True,0.0746,0.037,0.9036,0.0429,0.0541,High,0,153.29
FKID008046,vehicle_breakdown,Non-corridor,Wilson Garden,12.9542851,77.5901938,False,False,True,0.3822,0.0128,0.9036,0.0429,0.121,Low,0,0.0
FKID008047,vehicle_breakdown,Bellary Road 2,Yelahanka,13.1237757,77.6133367,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,21.89
FKID001670,construction,Bellary Road 2,Yelahanka,13.0977085,77.5984317,False,False,True,0.0464,0.0461,0.9036,0.2646,0.0317,High,1,40104.71
FKID004804,vehicle_breakdown,Bellary Road 2,Yelahanka,13.1106622,77.6040613,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,87.69
FKID008048,vehicle_breakdown,Bellary Road 1,R.T. Nagar,13.0145131,77.5852629,False,False,True,0.0746,0.0155,0.9036,0.0429,0.0541,High,0,0.0
FKID008049,vehicle_breakdown,Non-corridor,Malleshwaram,12.9936657,77.5715149,False,False,True,0.3822,0.0098,0.9036,0.0429,0.121,Low,0,0.0
FKID008050,vehicle_breakdown,Non-corridor,Jayanagara,12.91725849,77.5739628,False,False,True,0.3822,0.0218,0.9036,0.0429,0.121,Low,0,0.0
FKID008034,others,Mysore Road,Byatarayanapura,12.9478318,77.5345213,False,False,True,0.0909,0.0363,0.9036,0.0862,0.1104,High,0,122.0
FKID004811,pot_holes,Non-corridor,Mahadevapura,12.994191,77.7000949,False,False,True,0.3822,0.0147,0.0058,0.0242,0.121,Low,0,0.0
FKID004892,vehicle_breakdown,Non-corridor,No Police Station,13.0655341,77.4533313,False,False,True,0.3822,0.0268,0.9036,0.0429,0.121,Low,0,0.0
FKID007500,vehicle_breakdown,Non-corridor,High ground,12.9817152,77.5868776,False,False,True,0.3822,0.0226,0.9036,0.0429,0.121,Low,0,0.0
FKID008051,vehicle_breakdown,Non-corridor,Cubbon Park,12.9809718,77.5876651,False,False,True,0.3822,0.0259,0.9036,0.0429,0.121,Low,0,76.49
FKID008052,vehicle_breakdown,Bellary Road 1,Kodigehalli,13.0466883,77.591675,False,False,True,0.0746,0.0333,0.9036,0.0429,0.0541,High,1,0.0
FKID008053,water_logging,Bellary Road 2,Yelahanka,13.1067934,77.6016224,False,False,True,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,251.53
FKID004818,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0246963,77.5470577,False,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,32.21
FKID004866,construction,ORR North 2,Kodigehalli,13.0446193,77.5828983,False,False,False,0.0288,0.0333,0.9036,0.2646,0.0426,High,0,0.0
FKID002548,water_logging,Bellary Road 2,Yelahanka,13.0938815,77.5971259,False,False,False,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,59786.04
FKID004869,pot_holes,Magadi Road,Kamakshipalya,12.9838831,77.5287012,False,False,False,0.03,0.0274,0.9036,0.0242,0.0408,High,0,1358.38
FKID004870,others,Non-corridor,Mico Layout,12.8914995,77.6113082,False,False,False,0.3822,0.0142,0.9036,0.0862,0.121,Low,0,1553.77
FKID004872,water_logging,Non-corridor,Wilson Garden,12.9387083,77.58542,False,False,False,0.3822,0.0128,0.9036,0.0852,0.121,Low,1,61905.91
FKID008055,road_conditions,Bellary Road 2,Yelahanka,13.0926724,77.5965429,False,False,False,0.0464,0.0461,0.9036,0.1235,0.0317,High,0,0.0
FKID004882,water_logging,Non-corridor,Wilson Garden,12.9432017,77.5850717,False,False,False,0.3822,0.0128,0.9036,0.0852,0.121,Low,0,61902.39
FKID008056,others,Non-corridor,Chamarajpet,12.9796726,77.570413,False,False,False,0.3822,0.0235,0.9036,0.0862,0.121,Low,0,4.45
FKID008057,vehicle_breakdown,Hosur Road,Mico Layout,12.9351041,77.6089375,False,False,False,0.0365,0.0142,0.9036,0.0429,0.057,High,0,0.0
FKID000698,water_logging,Bellary Road 2,Yelahanka,13.0932367,77.5954955,False,False,False,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,21480.11
FKID008058,accident,ORR North 1,Banaswadi,13.0189343,77.6565383,False,False,False,0.0336,0.03,0.9036,0.0301,0.08,High,0,0.0
FKID008062,water_logging,Bellary Road 2,Yelahanka,13.0929852,77.5970494,False,False,False,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,59680.07
FKID008059,tree_fall,Non-corridor,J.P. Nagar,12.8933772,77.5851856,False,True,False,0.3822,0.0152,0.9036,0.3944,0.121,Low,1,0.0
FKID004896,water_logging,Bellary Road 1,Kodigehalli,13.0274333,77.5857599,False,True,False,0.0746,0.0333,0.9036,0.0852,0.0541,High,0,15314.72
FKID008060,water_logging,ORR East 1,Bellandur,12.921083,77.6628039,False,True,False,0.0299,0.012,0.9036,0.0852,0.0738,High,0,1373.88
FKID008061,tree_fall,Non-corridor,Pulikeshinagar(F.Town),12.9897527,77.6180398,False,True,False,0.3822,0.0091,0.9036,0.3944,0.121,Low,1,2292.3
FKID004904,vehicle_breakdown,Non-corridor,K.G. Halli,13.0086799,77.6133782,False,True,False,0.3822,0.0091,0.9036,0.0429,0.121,Low,1,0.0
FKID008063,vehicle_breakdown,Bellary Road 1,Sadashivanagar,13.0157736,77.5841278,False,True,False,0.0746,0.037,0.9036,0.0429,0.0541,High,0,0.0
FKID008064,vehicle_breakdown,Non-corridor,Mahadevapura,12.9878069,77.7539055,False,True,False,0.3822,0.0147,0.0075,0.0429,0.121,Low,0,0.0
FKID004912,others,Magadi Road,Kamakshipalya,12.9896755,77.5056916,False,True,False,0.03,0.0274,0.9036,0.0862,0.0408,High,0,48.01
FKID008065,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9522652,77.5408315,False,True,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,6.08
FKID008066,others,CBD 1,Shivajinagar,12.9810883,77.6102469,False,True,False,0.0032,0.0114,0.9036,0.0862,0.1154,High,0,0.0
FKID008067,pot_holes,IRR(Thanisandra road),Adugodi,12.9278009,77.6203591,False,True,False,0.0116,0.0147,0.9036,0.0242,0.0632,High,0,0.0
FKID008068,vehicle_breakdown,Hennur Main Road,Hennuru,13.0412183,77.622735,False,True,False,0.0117,0.0338,0.9036,0.0429,0.0625,High,0,0.0
FKID004920,water_logging,Bellary Road 1,R.T. Nagar,13.0205689,77.5842998,False,True,False,0.0746,0.0155,0.9036,0.0852,0.0541,High,0,0.0
FKID004926,water_logging,Bellary Road 1,R.T. Nagar,13.0204429,77.5840918,False,True,False,0.0746,0.0155,0.9036,0.0852,0.0541,High,0,0.0
FKID004927,vehicle_breakdown,Non-corridor,Jnanabharathi,12.9782223,77.5151096,False,True,False,0.3822,0.0164,0.9036,0.0429,0.121,Low,0,24.45
FKID008069,road_conditions,Magadi Road,Kamakshipalya,12.9868819,77.519886,False,False,False,0.03,0.0274,0.9036,0.1235,0.0408,High,0,5.47
FKID004924,others,Bellary Road 1,Kodigehalli,13.0368267,77.58923,False,False,False,0.0746,0.0333,0.9036,0.0862,0.0541,High,0,10351.73
FKID008070,vehicle_breakdown,Non-corridor,Cubbon Park,12.9776155,77.585133,False,False,False,0.3822,0.0259,0.9036,0.0429,0.121,Low,0,0.0
FKID008071,vehicle_breakdown,West of Chord Road,Byatarayanapura,12.9508961,77.5372969,False,False,False,0.0213,0.0363,0.9036,0.0429,0.0632,High,0,22.83
FKID008072,vehicle_breakdown,Non-corridor,R.T. Nagar,12.99928,77.595185,False,False,False,0.3822,0.0155,0.9036,0.0429,0.121,Low,0,0.0
FKID008073,road_conditions,Bannerghata Road,J.P. Nagar,12.8902187,77.5977681,False,False,False,0.0256,0.0152,0.9036,0.1235,0.0335,High,0,0.0
FKID004940,pot_holes,Non-corridor,Hulimavu,12.8784967,77.610241,False,False,False,0.3822,0.0143,0.0027,0.0242,0.121,Low,0,0.0
FKID004938,pot_holes,Non-corridor,Hulimavu,12.8784904,77.6102406,False,False,False,0.3822,0.0143,0.0027,0.0242,0.121,Low,0,0.0
FKID004937,pot_holes,Non-corridor,Hulimavu,12.8772271,77.6113161,False,False,False,0.3822,0.0143,0.0027,0.0242,0.121,Low,0,0.0
FKID008074,vehicle_breakdown,Hennur Main Road,Hennuru,13.0385132,77.6258027,False,False,False,0.0117,0.0338,0.9036,0.0429,0.0625,High,0,0.0
FKID008075,vehicle_breakdown,Non-corridor,Electronic City,12.8401809,77.6770027,False,False,True,0.3822,0.0152,0.9036,0.0429,0.121,Low,0,0.0
FKID004948,vehicle_breakdown,Bellary Road 1,Hebbala,13.0494403,77.5929474,False,False,True,0.0746,0.0165,0.9036,0.0429,0.0541,High,0,0.0
FKID008076,vehicle_breakdown,ORR East 1,HAL Old Airport,12.9329128,77.6880888,False,False,True,0.0299,0.0442,0.9036,0.0429,0.0738,High,0,25.07
FKID008077,vehicle_breakdown,Non-corridor,Electronic City,12.8385057,77.6781882,False,False,True,0.3822,0.0152,0.9036,0.0429,0.121,Low,0,0.0
FKID004961,congestion,Magadi Road,Kamakshipalya,12.9904154,77.5042127,False,False,True,0.03,0.0274,0.9036,0.0441,0.0408,High,0,0.0
FKID008078,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0290617,77.5400926,False,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,1,0.0
FKID008079,construction,Bellary Road 2,Yelahanka,13.0832903,77.5936325,False,False,True,0.0464,0.0461,0.9036,0.2646,0.0317,High,0,28.91
FKID008080,protest,Mysore Road,Halasuru Gate,12.9674425,77.5948829,False,False,True,0.0909,0.0363,0.9036,0.4,0.1104,High,0,19.0
FKID008081,vehicle_breakdown,Tumkur Road,Chikkabanavara,13.0454098,77.5079777,False,False,True,0.056,0.0144,0.9036,0.0429,0.0262,High,0,0.0
FKID008082,vehicle_breakdown,Non-corridor,Halasur,12.9614028,77.6361141,False,False,True,0.3822,0.0144,0.9036,0.0429,0.121,Low,0,33.2
FKID008083,construction,Bellary Road 2,Yelahanka,13.0975969,77.59905,False,False,True,0.0464,0.0461,0.9036,0.2646,0.0317,High,1,1.77
FKID008084,vehicle_breakdown,Hosur Road,Ashok Nagar,12.9577279,77.6059965,False,False,True,0.0365,0.0209,0.9036,0.0429,0.057,High,0,10.17
FKID008085,vehicle_breakdown,Bellary Road 2,Yelahanka,13.0945429,77.6006646,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,23.14
FKID004977,congestion,ORR North 2,Kodigehalli,13.04465,77.5830273,False,False,True,0.0288,0.0333,0.9036,0.0441,0.0426,High,0,0.0
FKID004979,congestion,Magadi Road,Kamakshipalya,12.99031,77.5039553,False,False,True,0.03,0.0274,0.9036,0.0441,0.0408,High,0,0.0
FKID004962,road_conditions,Non-corridor,K.R. Pura,13.016185,77.7093227,False,False,True,0.3822,0.0279,0.9036,0.1235,0.121,Low,0,0.0
FKID008086,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9675056,77.5885402,False,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,11.58
FKID008087,vehicle_breakdown,Tumkur Road,Peenya,13.0346653,77.5296648,False,False,True,0.056,0.0218,0.9036,0.0429,0.0262,High,0,54.31
FKID004960,water_logging,ORR North 2,Kodigehalli,13.0438708,77.5839711,False,False,True,0.0288,0.0333,0.9036,0.0852,0.0426,High,0,14467.55
FKID004964,vehicle_breakdown,Bellary Road 1,High ground,12.9967664,77.5847577,False,False,True,0.0746,0.0226,0.9036,0.0429,0.0541,High,0,39.86
FKID008088,vehicle_breakdown,Magadi Road,Kamakshipalya,12.9859663,77.5222159,False,False,True,0.03,0.0274,0.9036,0.0429,0.0408,High,0,0.0
FKID004990,vehicle_breakdown,Non-corridor,Bellandur,12.9063214,77.698384,False,False,True,0.3822,0.012,0.0007,0.0429,0.121,Low,0,0.0
FKID004968,construction,Non-corridor,Mico Layout,12.9053195,77.6096809,False,False,True,0.3822,0.0142,0.9036,0.2646,0.121,Low,0,274.0
FKID008089,vehicle_breakdown,Hosur Road,Electronic City,12.8694202,77.6535488,False,False,True,0.0365,0.0152,0.9036,0.0429,0.057,High,0,0.0
FKID008090,vehicle_breakdown,Bellary Road 2,Hebbala,13.0722094,77.5940609,False,False,True,0.0464,0.0165,0.9036,0.0429,0.0317,High,0,0.0
FKID008091,vehicle_breakdown,Bellary Road 2,Yelahanka,13.0724617,77.5929117,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID008092,water_logging,Hosur Road,Ashok Nagar,12.9574857,77.6058463,False,False,True,0.0365,0.0209,0.9036,0.0852,0.057,High,1,5282.48
FKID004967,pot_holes,Non-corridor,Hebbala,13.0562813,77.6115332,False,False,True,0.3822,0.0165,0.0002,0.0242,0.121,Low,0,72902.22
FKID008093,vehicle_breakdown,Non-corridor,Upparpet,12.9738692,77.5794406,False,False,True,0.3822,0.0077,0.9036,0.0429,0.121,Low,0,53.37
FKID004995,vehicle_breakdown,Non-corridor,Thalagattapura,12.86905184,77.53652279,False,False,False,0.3822,0.0061,0.0005,0.0429,0.121,Low,0,0.0
FKID004993,vehicle_breakdown,Bellary Road 1,Kodigehalli,13.0526619,77.5932885,False,False,False,0.0746,0.0333,0.9036,0.0429,0.0541,High,0,0.0
FKID004983,vehicle_breakdown,Non-corridor,K.R. Pura,13.0133386,77.6998768,False,False,False,0.3822,0.0279,0.9036,0.0429,0.121,Low,0,41.31
FKID004987,vehicle_breakdown,Non-corridor,Banashankari,12.9423082,77.5481102,False,False,False,0.3822,0.0125,0.0001,0.0429,0.121,Low,0,62.42
FKID008094,vehicle_breakdown,Magadi Road,Kamakshipalya,12.9877283,77.519742,False,False,False,0.03,0.0274,0.9036,0.0429,0.0408,High,0,0.0
FKID000159,water_logging,ORR East 1,Bellandur,12.9211317,77.6627683,False,False,False,0.0299,0.012,0.9036,0.0852,0.0738,High,0,9653.86
FKID008096,vehicle_breakdown,Hosur Road,Adugodi,12.9300578,77.6150899,False,False,False,0.0365,0.0147,0.9036,0.0429,0.057,High,0,0.0
FKID008095,water_logging,Bannerghata Road,Mico Layout,12.8999851,77.601022,False,False,False,0.0256,0.0142,0.9036,0.0852,0.0335,High,0,0.0
FKID004997,accident,Non-corridor,No Police Station,13.0563067,77.475215,False,False,False,0.3822,0.0268,0.9036,0.0301,0.121,Low,0,0.0
FKID008103,water_logging,Non-corridor,K.R. Pura,13.0102509,77.697725,False,False,False,0.3822,0.0279,0.9036,0.0852,0.121,Low,0,41038.1
FKID004986,water_logging,ORR North 1,Mahadevapura,12.9952341,77.6663541,False,False,False,0.0336,0.0147,0.9036,0.0852,0.08,High,0,60403.72
FKID004989,water_logging,Non-corridor,Halasur,12.9623326,77.6294487,False,False,False,0.3822,0.0144,0.9036,0.0852,0.121,Low,0,16809.84
FKID004988,vehicle_breakdown,Non-corridor,Electronic City,12.8408367,77.6500067,False,False,False,0.3822,0.0152,0.0013,0.0429,0.121,Low,0,0.0
FKID008097,vehicle_breakdown,Non-corridor,Halasur,12.9614377,77.6364376,False,False,False,0.3822,0.0144,0.9036,0.0429,0.121,Low,1,21.27
FKID008098,vehicle_breakdown,Bellary Road 2,Yelahanka,13.1052067,77.6012967,False,False,False,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID004991,vehicle_breakdown,Non-corridor,Kodigehalli,13.0624717,77.5733483,False,False,False,0.3822,0.0333,0.0007,0.0429,0.121,Low,0,51.75
FKID004992,accident,Non-corridor,No Police Station,13.0563502,77.475345,False,False,False,0.3822,0.0268,0.9036,0.0301,0.121,Low,0,0.0
FKID008099,tree_fall,Tumkur Road,Yeshwanthpura,13.0180935,77.5579148,False,True,False,0.056,0.0343,0.9036,0.3944,0.0262,High,0,24.31
FKID008100,water_logging,Bellary Road 2,Yelahanka,13.093535,77.5957916,False,True,False,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,0.0
FKID008101,water_logging,Bellary Road 2,Yelahanka,13.0933878,77.5954861,False,True,False,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,0.0
FKID008102,water_logging,Tumkur Road,Peenya,13.0403696,77.5155094,False,True,False,0.056,0.0218,0.9036,0.0852,0.0262,High,0,5427.09
FKID008104,water_logging,Bannerghata Road,Hulimavu,12.8904617,77.598199,False,True,False,0.0256,0.0143,0.9036,0.0852,0.0335,High,0,0.0
FKID008105,water_logging,Bellary Road 2,Yelahanka,13.1066967,77.6023833,False,True,False,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,146.49
FKID008106,water_logging,Bellary Road 2,Kodigehalli,13.0630708,77.5934391,False,True,False,0.0464,0.0333,0.9036,0.0852,0.0317,High,0,0.0
FKID005008,vehicle_breakdown,Non-corridor,Yelahanka,13.0842575,77.5519225,False,True,False,0.3822,0.0461,0.0029,0.0429,0.121,Low,0,126.52
FKID005006,water_logging,Non-corridor,Kodigehalli,13.0693866,77.5858041,False,True,False,0.3822,0.0333,0.9036,0.0852,0.121,Low,0,0.0
